/m/07z2lx;/award/award_category/category_of;/m/0gcf2r;/m/0bxtg;/award/award_nominee/award_nominations./award/award_nomination/award;/m/07z2lx;/m/02py4c8;/award/award_winning_work/awards_won./award/award_honor/award;/m/07z2lx;;;;;;;8.901481;8.850269;1;1
/m/0fm3kw;/award/award_category/disciplines_or_subjects;/m/02vxn;/m/0gpx6;/award/award_winning_work/awards_won./award/award_honor/award;/m/0fm3kw;/m/0fm3kw;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0gpx6;;;;;;;7.5022554;7.5758133;1;1
/m/0fm3b5;/award/award_category/nominees./award/award_nomination/nominated_for;/m/06823p;/m/0fm3b5;/award/award_category/nominees./award/award_nomination/nominated_for;/m/0gpx6;/m/0fm3b5;/award/award_category/nominees./award/award_nomination/nominated_for;/m/091z_p;;;;;;;6.280915;6.069256;1;3
/m/0fbtbt;/award/award_category/nominees./award/award_nomination/nominated_for;/m/039fgy;/m/0fbtbt;/award/award_category/winners./award/award_honor/award_winner;/m/05ldnp;/m/05ldnp;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0fbtbt;;;;;;;6.4939213;6.2275105;1;1
/m/0gs96;/award/award_category/winners./award/award_honor/ceremony;/m/05qb8vx;/m/0gs96;/award/award_category/category_of;/m/0g_w;/m/0gs96;/award/award_category/winners./award/award_honor/ceremony;/m/0bzkvd;;;;;;;6.310187;6.371974;1;3
/m/0257__;/award/award_category/winners./award/award_honor/ceremony;/m/02rjjll;/m/0257__;/award/award_category/winners./award/award_honor/ceremony;/m/05pd94v;/m/0257__;/award/award_category/winners./award/award_honor/ceremony;/m/02cg41;;;;;;;6.7829776;6.613997;1;2
/m/01c92g;/award/award_category/winners./award/award_honor/ceremony;/m/01mhwk;/m/01c92g;/award/award_category/winners./award/award_honor/award_winner;/m/012x4t;/m/01c92g;/award/award_category/winners./award/award_honor/award_winner;/m/02qwg;;;;;;;6.28211;6.2564077;1;1
/m/023vrq;/award/award_category/winners./award/award_honor/ceremony;/m/056878;/m/023vrq;/award/award_category/winners./award/award_honor/ceremony;/m/05pd94v;/m/023vrq;/award/award_category/category_of;/m/0c4ys;;;;;;;6.769189;6.7917213;1;1
/m/0gq_d;/award/award_category/winners./award/award_honor/ceremony;/m/073hmq;/m/0gq_d;/award/award_category/winners./award/award_honor/ceremony;/m/0bzlrh;/m/0gq_d;/award/award_category/winners./award/award_honor/ceremony;/m/0bz6sb;;;;;;;6.5318217;6.4385676;1;1
/m/03nc9d;/award/award_category/winners./award/award_honor/ceremony;/m/09n4nb;/m/03nc9d;/award/award_category/winners./award/award_honor/ceremony;/m/019bk0;/m/03nc9d;/award/award_category/winners./award/award_honor/ceremony;/m/0gpjbt;;;;;;;6.95832;7.0392394;1;3
/m/02gx2k;/award/award_category/winners./award/award_honor/ceremony;/m/0gpjbt;/m/02gx2k;/award/award_category/winners./award/award_honor/ceremony;/m/013b2h;/m/02gx2k;/award/award_category/winners./award/award_honor/ceremony;/m/02rjjll;;;;;;;7.1025677;6.957061;1;3
/m/019bnn;/award/award_category/winners./award/award_honor/ceremony;/m/09n4nb;/m/019bnn;/award/award_category/winners./award/award_honor/ceremony;/m/0gx1673;/m/019bnn;/award/award_category/winners./award/award_honor/ceremony;/m/056878;;;;;;;6.369121;5.9240885;1;3
/m/0gqzz;/award/award_category/winners./award/award_honor/ceremony;/m/04110lv;/m/0gqzz;/award/award_category/winners./award/award_honor/ceremony;/m/0n8_m93;/m/0gqzz;/award/award_category/winners./award/award_honor/ceremony;/m/0gmdkyy;;;;;;;6.0465775;5.7903867;1;2
/m/0bzkgg;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/01jc6q;/m/0bzkgg;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/0jf1b;/m/0bzkgg;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/01p7b6b;;;;;;;9.541165;8.649198;1;1
/m/0bxs_d;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/015g28;/m/0bxs_d;/award/award_ceremony/awards_presented./award/award_honor/honored_for;/m/01g03q;/m/0bxs_d;/award/award_ceremony/awards_presented./award/award_honor/award_winner;/m/04wp2p;;;;;;;7.291349;6.917221;1;2
/m/0f502;/award/award_nominee/award_nominations./award/award_nomination/award;/m/09sb52;/m/0f502;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/0bt3j9;/m/01mqc_;/award/award_nominee/award_nominations./award/award_nomination/award_nominee;/m/0f502;;;;;;;6.396143;6.4718;1;1
/m/015bwt;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01d38g;/m/015bwt;/award/award_nominee/award_nominations./award/award_nomination/award;/m/01c427;/m/015bwt;/award/award_nominee/award_nominations./award/award_nomination/award;/m/03qbh5;;;;;;;7.0548368;6.5501785;1;1
/m/07xr3w;/award/award_nominee/award_nominations./award/award_nomination/award;/m/0gr0m;/m/05sbv3;/award/award_winning_work/awards_won./award/award_honor/award_winner;/m/07xr3w;/m/025scjj;/film/film/cinematography;/m/07xr3w;;;;;;;7.382904;7.066187;1;1
/m/05txrz;/award/award_nominee/award_nominations./award/award_nomination/award;/m/05zvj3m;/m/05txrz;/people/person/places_lived./people/place_lived/location;/m/030qb3t;/m/05txrz;/award/award_nominee/award_nominations./award/award_nomination/nominated_for;/m/02825nf;;;;;;;6.519089;6.4803457;1;1
/m/02l48d;/award/ranked_item/appears_in_ranked_lists./award/ranking/list;/m/01ptsx;/m/02l48d;/award/ranked_item/appears_in_ranked_lists./award/ranking/list;/m/01pd60;;;;;;;;;;8.875801;8.751499;1;1
