03804744	_has_part	03501288
03158885	_has_part	03474896
11999958	_hypernym	11579418
12198628	_hypernym	11575425
12536665	_hypernym	11585340
11975853	_hypernym	11579418
11821777	_hypernym	11573660
15256714	_hypernym	05867413
02161737	_hypernym	01342529
15145782	_hypernym	15290337
12513426	_hypernym	11585340
02642430	_hypernym	01429349
07040148	_hypernym	07037465
12969670	_hypernym	12969131
12321395	_hypernym	12320010
12759496	_hypernym	11567411
02390949	_hypernym	02386388
01535310	_hypernym	01507175
12406715	_hypernym	12405714
02029571	_hypernym	01507175
02299924	_hypernym	02298632
01683724	_hypernym	01656813
00239321	_hypernym	00109660
12511046	_hypernym	11585340
12860254	_hypernym	11579418
00414627	_hypernym	01855606
00858377	_hypernym	00858188
02346823	_hypernym	01862557
12185078	_hypernym	11575425
02394822	_hypernym	01862557
12201166	_hypernym	11575425
12636705	_hypernym	11585340
13000668	_hypernym	11592146
02654609	_hypernym	01432517
01901133	_hypernym	01904930
13068073	_hypernym	11592146
12299988	_hypernym	11562747
11835451	_hypernym	11573660
02181863	_hypernym	01759182
10597505	_hypernym	09610660
02690708	_hypernym	02655135
07560903	_hypernym	07560652
01401772	_hypernym	01400044
02271740	_hypernym	01759182
01648993	_hypernym	01626600
11864602	_hypernym	11565385
12006503	_hypernym	11579418
00500280	_hypernym	00565302
12932532	_hypernym	11585340
01566386	_hypernym	01504437
01693472	_hypernym	01656813
11771383	_hypernym	11567411
12079737	_hypernym	11556857
13081050	_hypernym	11592146
11788926	_hypernym	11556857
02422249	_hypernym	01864707
11972141	_hypernym	11579418
08142170	_hypernym	08348815
12200315	_hypernym	11575425
12485811	_hypernym	11567411
12883395	_hypernym	11579418
01089137	_hypernym	01088923
12898226	_hypernym	11579418
13470491	_hypernym	13457378
02895154	_hypernym	02740764
00810729	_hypernym	00811375
11723655	_hypernym	11571907
12501745	_hypernym	11566682
02163982	_hypernym	01342529
12005500	_hypernym	11579418
02320621	_hypernym	02316038
02453321	_hypernym	02452885
12583529	_hypernym	11556857
10252354	_hypernym	13950812
01558765	_hypernym	01557185
12373361	_hypernym	11565385
13196545	_hypernym	13167078
12257343	_hypernym	11575425
08774073	_instance_hypernym	08524735
11015080	_instance_hypernym	10022111
08947319	_instance_hypernym	08698379
01276436	_instance_hypernym	00956485
09375693	_instance_hypernym	09360122
06436443	_instance_hypernym	06394865
08725454	_instance_hypernym	08633957
11338796	_instance_hypernym	09798811
08928933	_instance_hypernym	08524735
11158982	_instance_hypernym	10650162
08759852	_instance_hypernym	08524735
01292928	_instance_hypernym	00956485
08879388	_instance_hypernym	08524735
09112857	_instance_hypernym	08524735
08699654	_instance_hypernym	08698379
08776687	_instance_hypernym	08702402
04579986	_synset_domain_topic_of	00503237
01959927	_synset_domain_topic_of	00450335
08032594	_synset_domain_topic_of	00759694
01941987	_synset_domain_topic_of	00300441
08107191	_synset_domain_topic_of	06037666
10092488	_synset_domain_topic_of	00475787
