05395690	_has_part	05508943
05464685	_has_part	05468523
02581957	_has_part	07778938
03446268	_has_part	04444345
02658670	_hypernym	01432517
08172877	_hypernym	07951464
00057486	_hypernym	00053913
02104882	_hypernym	02104523
02916350	_hypernym	04008634
13196545	_hypernym	13167078
07409121	_hypernym	07308563
01566386	_hypernym	01504437
05520479	_hypernym	05264756
01748560	_hypernym	01657723
13384164	_hypernym	13281275
01195804	_hypernym	01158181
00828901	_hypernym	00962447
14521954	_hypernym	14521648
07242324	_hypernym	07241205
06972311	_hypernym	06972090
02795169	_hypernym	04531098
00061079	_hypernym	00060833
03499142	_hypernym	03290771
13795489	_hypernym	13791389
00431610	_hypernym	00140123
01388653	_hypernym	01387786
07817024	_hypernym	07811416
04889162	_hypernym	04887912
07060167	_hypernym	07059255
05936704	_hypernym	05928118
11705052	_hypernym	13162297
11920867	_hypernym	11579418
11608885	_hypernym	15098161
03534776	_hypernym	04517823
05554405	_hypernym	05554189
09989045	_hypernym	10129825
07262108	_hypernym	07258332
01251928	_hypernym	01249724
05159495	_hypernym	05159225
02593107	_hypernym	02413480
01700076	_hypernym	01342529
08394423	_hypernym	08191230
05613962	_hypernym	05617107
00119297	_hypernym	00118733
13444131	_hypernym	13446390
01385017	_hypernym	01384687
10609686	_hypernym	00007846
13649268	_hyponym	13659943
00798245	_hyponym	00798959
02984699	_hyponym	03924407
11556857	_hyponym	12155459
07371293	_hyponym	07379223
01762525	_hyponym	02216066
07891726	_hyponym	07900406
02564146	_hyponym	02534307
03315023	_hyponym	03997027
01504437	_hyponym	01550429
13928388	_hyponym	13931765
01504437	_hyponym	01820190
02435853	_hyponym	02436645
05943300	_hyponym	05961278
13100156	_hyponym	12935609
00069879	_hyponym	01309478
15078050	_hyponym	14806333
00671351	_hyponym	00674562
00978549	_hyponym	01055404
04737934	_hyponym	04738641
01707306	_hyponym	01707128
03903424	_hyponym	02670683
03783017	_hyponym	03921749
13760316	_hyponym	13773361
13489037	_hyponym	13543564
08518940	_hyponym	08519444
00644583	_hyponym	00647929
11575425	_hyponym	12201456
14299637	_hyponym	14359952
11158982	_instance_hypernym	10650162
08524735	_instance_hyponym	08910230
08633957	_instance_hyponym	09018426
12524518	_member_holonym	12501745
02607345	_member_holonym	02606194
01768402	_member_holonym	01767199
01964636	_member_holonym	01955463
11850521	_member_holonym	11850337
12446200	_member_holonym	12445848
12698905	_member_holonym	12694707
02654890	_member_holonym	02652335
12171966	_member_holonym	12171750
02302620	_member_holonym	02301072
12509476	_member_holonym	12509297
02275372	_member_holonym	02274516
02575766	_member_meronym	02580055
06084469	_member_of_domain_topic	00267519
11485582	_part_of	11485367
00500280	_part_of	00499924
05418717	_part_of	05511618
03540267	_synset_domain_region_of	08860123
08023843	_synset_domain_topic_of	00759694
05828552	_synset_domain_topic_of	06136258
06023022	_synset_domain_topic_of	06018465
