01865197	_also_see	00643250
02526934	_derivationally_related_form	15291199
01931768	_derivationally_related_form	00815173
00302861	_derivationally_related_form	01713348
14641397	_derivationally_related_form	00520881
01528821	_derivationally_related_form	13496286
10365984	_derivationally_related_form	02478059
00008435	_derivationally_related_form	06878934
03673767	_derivationally_related_form	01270784
00030010	_derivationally_related_form	07128060
01052450	_derivationally_related_form	01528821
00068333	_derivationally_related_form	00204585
01637982	_derivationally_related_form	00043195
00339085	_derivationally_related_form	00358089
02041678	_derivationally_related_form	01060198
09102016	_has_part	09103648
09189411	_has_part	08717209
15181718	_has_part	15241777
05461179	_has_part	05254795
00028651	_has_part	00027167
00657604	_has_part	00153105
03852280	_has_part	03656484
03220692	_hypernym	04295881
03228016	_hypernym	02817799
00356199	_hypernym	00351638
12290748	_hypernym	11669921
02156532	_hypernym	05559908
03070193	_hypernym	02670382
10609686	_hypernym	00007846
08289089	_hypernym	08288753
10384610	_hypernym	10004282
10141811	_hypernym	10162991
01792097	_hypernym	01790020
07513508	_hypernym	00026192
00195569	_hypernym	00191142
03339296	_hypernym	04188643
06972311	_hypernym	06972090
01385017	_hypernym	01384687
04170037	_hypernym	04576211
10252354	_hypernym	13950812
11972141	_hypernym	11579418
13421462	_hypernym	05898568
08159924	_hypernym	07971582
04787763	_hypernym	04787530
04433585	_hypernym	02886599
10362003	_hypernym	00007846
00652659	_hypernym	00633864
02308325	_hypernym	01762525
07030718	_hypernym	07028373
10112591	_hyponym	09877951
08053576	_hyponym	08055150
13112664	_hyponym	12680402
02203362	_hyponym	02204242
01864707	_hyponym	02353709
02018049	_hyponym	01979462
10702781	_hyponym	10155222
05867413	_hyponym	15257692
00015388	_hyponym	02152740
10372373	_hyponym	10516874
01094725	_hyponym	00811661
11562747	_hyponym	12290116
00824767	_hyponym	00824292
13112664	_hyponym	12374418
10582746	_hyponym	10028765
05559908	_hyponym	01768596
01494310	_hyponym	01611240
14096724	_hyponym	14553590
08472335	_hyponym	08321218
07809368	_hyponym	07822323
01864707	_hyponym	02458675
01864707	_hyponym	02078159
00058743	_hyponym	00059127
04733640	_hyponym	04735929
05652396	_hyponym	05654362
01301410	_hyponym	01302183
09624980	_hyponym	10032524
08814333	_instance_hypernym	08524735
08951077	_instance_hypernym	08524735
10049017	_instance_hyponym	10927424
08505573	_instance_hyponym	09170788
08633957	_instance_hyponym	09013353
01522952	_member_holonym	01522789
01711297	_member_holonym	01710348
12475035	_member_holonym	12474828
02440705	_member_meronym	02448754
11746776	_member_meronym	12539306
12954185	_member_meronym	12954353
02535909	_member_meronym	02536456
12995724	_member_meronym	13082077
08188449	_member_meronym	09920901
06295235	_member_of_domain_usage	03688192
09107626	_part_of	09105821
08808452	_part_of	08808292
08899776	_part_of	08897065
03540267	_synset_domain_region_of	08860123
01284444	_synset_domain_region_of	09108164
08029421	_synset_domain_region_of	09050730
08107191	_synset_domain_topic_of	06037666
01583656	_verb_group	01583494
02701210	_verb_group	02732798
