00464962	_also_see	01430847
01642437	_derivationally_related_form	00240184
00900070	_derivationally_related_form	00836236
01015244	_derivationally_related_form	05823932
10466198	_derivationally_related_form	00901103
01745536	_derivationally_related_form	00652659
06756831	_derivationally_related_form	00835506
01185304	_derivationally_related_form	07575076
14545045	_derivationally_related_form	03054551
07367548	_derivationally_related_form	00334186
01939174	_derivationally_related_form	00447073
13478525	_derivationally_related_form	00229280
03040974	_derivationally_related_form	01392380
00486018	_derivationally_related_form	00211593
10387196	_derivationally_related_form	04091839
00785690	_derivationally_related_form	00881441
00966869	_derivationally_related_form	02344568
00168217	_derivationally_related_form	00364787
00775156	_derivationally_related_form	01170962
06714976	_derivationally_related_form	02457825
08062623	_derivationally_related_form	00967625
13800801	_derivationally_related_form	00171127
05891572	_derivationally_related_form	00708376
10373801	_derivationally_related_form	02607909
01031256	_derivationally_related_form	00318186
09069862	_has_part	09070363
12658846	_has_part	07770180
09207288	_has_part	08848094
01834896	_hypernym	01834485
07907161	_hypernym	07906284
02468617	_hypernym	05235879
00364297	_hypernym	02609764
02573704	_hypernym	02554730
02190632	_hypernym	02191106
01004072	_hypernym	00383606
01083645	_hypernym	01083077
05571341	_hypernym	13911151
13773725	_hypernym	13760316
02371811	_hypernym	02367363
00334509	_hypernym	00331950
00471277	_hypernym	00557588
09778783	_hypernym	10731244
00422551	_hypernym	00421437
11852255	_hypernym	11573660
12150969	_hypernym	12150028
12112008	_hypernym	12102133
01985128	_hypernym	01976146
00119873	_hypernym	00109660
00003826	_hypernym	00001740
06284225	_hypernym	13809207
01175316	_hypernym	01173038
00467719	_hyponym	00476389
05640433	_hyponym	05643190
10100761	_hyponym	09931165
01938850	_hyponym	01949684
09624980	_hyponym	10032524
10034201	_hyponym	10712690
05418717	_hyponym	05371663
13649268	_hyponym	13659943
10770059	_hyponym	10092299
13100156	_hyponym	12766595
01887576	_hyponym	01936753
12425281	_hyponym	12468243
05867413	_hyponym	15257692
11579418	_hyponym	12670558
01864707	_hyponym	02475821
01476483	_hyponym	01127215
00996969	_hyponym	00998604
05945642	_hyponym	05837957
00646833	_hyponym	01116466
01503061	_hyponym	01789386
00826509	_hyponym	00842772
14866889	_hyponym	12167075
10024362	_hyponym	09622745
10112591	_hyponym	09877951
13108841	_hyponym	11653904
10826352	_instance_hypernym	09989502
08698379	_instance_hyponym	08777544
10547145	_instance_hyponym	10938363
01936391	_member_holonym	01936219
12052630	_member_holonym	12039743
12060380	_member_holonym	12039743
08778061	_member_meronym	09705124
02170269	_member_meronym	02170400
11708181	_member_meronym	11708442
02454119	_member_meronym	02455310
02575766	_member_meronym	02580055
11705921	_member_meronym	11706325
01643092	_member_meronym	01643255
01424607	_member_meronym	01425076
02613960	_member_meronym	02614288
06090869	_member_of_domain_topic	13590327
00543233	_member_of_domain_topic	01728355
07006119	_member_of_domain_topic	01720491
08199025	_member_of_domain_topic	00057306
03401721	_part_of	03791235
08025497	_synset_domain_region_of	09039411
14832193	_synset_domain_topic_of	06079620
01920698	_synset_domain_topic_of	00523513
00456596	_verb_group	00456740
