00464513	_also_see	01430111
00583239	_also_see	00346991
00644372	_also_see	01688271
01896478	_also_see	00921014
02397637	_derivationally_related_form	00373544
01158872	_derivationally_related_form	00949134
06880664	_derivationally_related_form	00135285
06183899	_derivationally_related_form	10705615
01057034	_derivationally_related_form	01253379
01602318	_derivationally_related_form	14002279
03472232	_derivationally_related_form	00099721
01822724	_derivationally_related_form	13811900
07270179	_derivationally_related_form	00508032
05148699	_derivationally_related_form	02495922
01754105	_derivationally_related_form	00113113
01417451	_derivationally_related_form	00182406
04096848	_derivationally_related_form	01127075
01628197	_derivationally_related_form	03433877
01031256	_derivationally_related_form	00318186
01687569	_derivationally_related_form	05844105
01432474	_derivationally_related_form	05301908
09790482	_derivationally_related_form	00644583
11447851	_derivationally_related_form	01874875
00093327	_derivationally_related_form	00068617
03008207	_derivationally_related_form	14855724
06203758	_derivationally_related_form	10502950
01134781	_derivationally_related_form	00122954
01024190	_derivationally_related_form	06763681
00007328	_derivationally_related_form	10803193
10724699	_derivationally_related_form	01855155
03800933	_derivationally_related_form	01707925
02704349	_derivationally_related_form	03735637
00339085	_derivationally_related_form	00358089
07411350	_derivationally_related_form	02033295
01097500	_derivationally_related_form	15293590
09797113	_derivationally_related_form	00720808
00754873	_derivationally_related_form	04665813
07185870	_derivationally_related_form	01824339
01721556	_derivationally_related_form	10201535
00521562	_derivationally_related_form	01711445
02625016	_derivationally_related_form	00050693
02072673	_derivationally_related_form	04055180
05747582	_derivationally_related_form	00682592
01045419	_derivationally_related_form	10776339
02038791	_derivationally_related_form	05068080
00650353	_derivationally_related_form	04748836
01052853	_derivationally_related_form	01494310
01128193	_derivationally_related_form	04014297
00824292	_derivationally_related_form	06713187
04754440	_derivationally_related_form	00684480
02618877	_derivationally_related_form	13534608
01194483	_derivationally_related_form	04663763
04768657	_derivationally_related_form	00404642
02431320	_derivationally_related_form	07331400
01336587	_derivationally_related_form	10667187
00318816	_derivationally_related_form	03281935
05921868	_derivationally_related_form	00692718
05249636	_derivationally_related_form	02358034
06721949	_derivationally_related_form	00941990
02915055	_derivationally_related_form	05407119
00152018	_derivationally_related_form	00652346
04590746	_derivationally_related_form	01392237
10502950	_derivationally_related_form	01155044
10771270	_derivationally_related_form	01041415
02409941	_derivationally_related_form	06520944
10014939	_derivationally_related_form	02443049
05697363	_derivationally_related_form	00336831
00305846	_derivationally_related_form	07116304
14042423	_derivationally_related_form	01569181
01800422	_derivationally_related_form	00271263
07363346	_derivationally_related_form	01970826
07154330	_derivationally_related_form	02937108
12163824	_has_part	07755411
02394822	_hypernym	01862557
11852255	_hypernym	11573660
13727333	_hypernym	13609507
02446352	_hypernym	02445715
12299988	_hypernym	11562747
01639714	_hypernym	01631534
00389638	_hypernym	00224901
00810729	_hypernym	00811375
00396703	_hypernym	00394813
01748560	_hypernym	01657723
03328650	_hypernym	02707683
13999663	_hypernym	13998576
12339319	_hypernym	11567411
01276436	_instance_hypernym	00956485
06436443	_instance_hypernym	06394865
08921850	_instance_hypernym	08700255
08972521	_member_of_domain_region	10525878
01958868	_synset_domain_topic_of	00299217
01733213	_synset_domain_topic_of	00543233
09843956	_synset_domain_topic_of	00471613
00740342	_synset_domain_topic_of	08441203
03421768	_synset_domain_topic_of	08199025
01190561	_synset_domain_topic_of	08441203
00912048	_verb_group	00975584
02245993	_verb_group	02244956
02326355	_verb_group	01315333
00086320	_verb_group	01585523
