00873603;_also_see;00884778;09545000;_also_see;00884778;00884778;_also_see;00873603;1.94760814338224e-05;10669;1.2058802e-05;1.2058825e-05;2.2737367544323206e-11;1.348803380096797e-09
00873603;_also_see;00884778;15246853;_also_see;00884778;00884778;_also_see;00873603;1.570844506204594e-05;17006;2.455829e-06;2.4558337e-06;4.774847184307873e-12;1.348803380096797e-09
00873603;_also_see;00884778;10060621;_also_see;00884778;00884778;_also_see;00873603;4.37955568486359e-05;8367;5.517918e-05;5.5179233e-05;5.093170329928398e-11;1.348803380096797e-09
00873603;_also_see;00884778;00015498;_also_see;00884778;00884778;_also_see;00873603;0.00011034717317670584;3452;4.6669054e-05;4.666928e-05;2.255546860396862e-10;1.348803380096797e-09
00873603;_also_see;00884778;00941974;_also_see;00884778;00884778;_also_see;00873603;0.00010154584742849693;1991;1.4687164e-05;1.4687248e-05;8.36735125631094e-11;1.348803380096797e-09
00873603;_also_see;00884778;09140569;_also_see;00884778;00884778;_also_see;00873603;7.578159420518205e-05;1669;5.8294438e-05;5.8294772e-05;3.346940502524376e-10;1.348803380096797e-09
00873603;_also_see;00884778;01044114;_also_see;00884778;00884778;_also_see;00873603;0.0005418515065684915;238;0.00029167772;0.00029168636;8.64383764564991e-09;1.348803380096797e-09
00873603;_also_see;00884778;08415661;_also_see;00884778;00884778;_also_see;00873603;0.0003915179695468396;316;0.0001391796;0.00013918198;2.3865140974521637e-09;1.348803380096797e-09
00873603;_also_see;00884778;00659112;_also_see;00884778;00884778;_also_see;00873603;0.00028679228853434324;665;4.3885233e-05;4.3885862e-05;6.293703336268663e-10;1.348803380096797e-09
00873603;_also_see;00884778;14665767;_also_see;00884778;00884778;_also_see;00873603;0.00016488689288962632;547;0.00010532556;0.00010532667;1.1059455573558807e-09;1.348803380096797e-09
00873603;_also_see;00884778;09545000;_also_see;00884778;14050143;_derivationally_related_form;00873603;1.94760814338224e-05;10669;3.444499e-05;3.444499e-05;0.0;1.310399966314435e-09
00873603;_also_see;00884778;15246853;_also_see;00884778;14050143;_derivationally_related_form;00873603;1.570844506204594e-05;17006;2.142943e-05;2.1429452e-05;2.1827872842550278e-11;1.310399966314435e-09
00873603;_also_see;00884778;10060621;_also_see;00884778;14050143;_derivationally_related_form;00873603;4.37955568486359e-05;8367;1.9661786e-05;1.9661786e-05;0.0;1.310399966314435e-09
00873603;_also_see;00884778;00015498;_also_see;00884778;14050143;_derivationally_related_form;00873603;0.00011034717317670584;3452;2.4437168e-05;2.4437213e-05;4.547473508864641e-11;1.310399966314435e-09
00873603;_also_see;00884778;00941974;_also_see;00884778;14050143;_derivationally_related_form;00873603;0.00010154584742849693;1991;8.872522e-06;8.872522e-06;0.0;1.310399966314435e-09
00873603;_also_see;00884778;09140569;_also_see;00884778;14050143;_derivationally_related_form;00873603;7.578159420518205e-05;1669;2.7155038e-05;2.7155065e-05;2.7284841053187847e-11;1.310399966314435e-09
00873603;_also_see;00884778;01044114;_also_see;00884778;14050143;_derivationally_related_form;00873603;0.0005418515065684915;238;0.0009232748;0.00092328567;1.0884832590818405e-08;1.310399966314435e-09
00873603;_also_see;00884778;08415661;_also_see;00884778;14050143;_derivationally_related_form;00873603;0.0003915179695468396;316;0.00015783128;0.00015783263;1.3533281162381172e-09;1.310399966314435e-09
00873603;_also_see;00884778;00659112;_also_see;00884778;14050143;_derivationally_related_form;00873603;0.00028679228853434324;665;2.8479377e-05;2.8479566e-05;1.8917489796876907e-10;1.310399966314435e-09
00873603;_also_see;00884778;14665767;_also_see;00884778;14050143;_derivationally_related_form;00873603;0.00016488689288962632;547;0.00015160265;0.00015160324;5.820766091346741e-10;1.310399966314435e-09
00873603;_also_see;00884778;09545000;_also_see;00884778;00873603;_also_see;00808191;1.94760814338224e-05;10669;0.00011083734;0.00011083744;1.0186340659856796e-10;6.374284566845745e-09
00873603;_also_see;00884778;15246853;_also_see;00884778;00873603;_also_see;00808191;1.570844506204594e-05;17006;0.00010370893;0.00010370903;1.0186340659856796e-10;6.374284566845745e-09
00873603;_also_see;00884778;10060621;_also_see;00884778;00873603;_also_see;00808191;4.37955568486359e-05;8367;0.00058127166;0.00058127276;1.1059455573558807e-09;6.374284566845745e-09
