05075602;_derivationally_related_form;02333689;05075602;_derivationally_related_form;01494310;05075602;_derivationally_related_form;02695895;8.518129;1;9.53072;1;9.62266;3;2.4770311956970823;1.2461721897125244
05075602;_derivationally_related_form;02333689;05075602;_derivationally_related_form;01494310;05075602;_derivationally_related_form;01711749;8.518129;1;9.53072;1;9.624493;2;1.4765739415752988;1.252108097076416
05075602;_derivationally_related_form;02333689;05075602;_derivationally_related_form;01711749;05075602;_derivationally_related_form;02695895;8.518129;1;9.53072;1;9.6327505;3;2.4745144169693987;1.2336187362670898
05075602;_derivationally_related_form;02333689;02333689;_derivationally_related_form;05075602;05075602;_derivationally_related_form;01494310;8.518129;1;9.53072;1;8.352498;2;1.7646279105190041;1.235884189605713
05075602;_derivationally_related_form;02333689;02333689;_derivationally_related_form;05075602;05075602;_derivationally_related_form;02695895;8.518129;1;9.53072;1;8.404896;2;1.7550674052667463;1.2400150299072266
05075602;_derivationally_related_form;02333689;02333689;_derivationally_related_form;05075602;05075602;_derivationally_related_form;01711749;8.518129;1;9.53072;1;8.437829;2;1.7489256757508984;1.239342451095581
05075602;_derivationally_related_form;02333689;05075602;_derivationally_related_form;01494310;05083328;_hypernym;05075602;8.518129;1;9.53072;1;9.552351;2;1.4945924006432536;1.2400853633880615
05075602;_derivationally_related_form;02333689;05075602;_derivationally_related_form;02695895;05083328;_hypernym;05075602;8.518129;1;9.53072;1;9.585276;2;1.4863644086153638;1.2335188388824463
05075602;_derivationally_related_form;02333689;05075602;_derivationally_related_form;01494310;01494310;_derivationally_related_form;05075602;8.518129;1;9.53072;1;9.544361;1;0.4965897135284276;1.2508771419525146
05075602;_derivationally_related_form;02333689;05075602;_derivationally_related_form;01711749;05083328;_hypernym;05075602;8.518129;1;9.53072;1;9.597649;2;1.483274027280849;1.2526209354400635
05075602;_derivationally_related_form;02333689;01494310;_derivationally_related_form;05075602;05075602;_derivationally_related_form;02695895;8.518129;1;9.53072;1;9.622176;2;1.4771518201690164;1.2459132671356201
00068333;_derivationally_related_form;00204585;00068333;_derivationally_related_form;00093327;00068333;_derivationally_related_form;00268165;9.736002;1;10.37925;1;10.5291195;3;2.4626024928649866;1.2453029155731201
00068333;_derivationally_related_form;00204585;00068333;_derivationally_related_form;00093327;00068333;_derivationally_related_form;00387310;9.736002;1;10.37925;1;10.602601;3;2.4443931049728755;1.244262456893921
00068333;_derivationally_related_form;00204585;00068333;_derivationally_related_form;00268165;00068333;_derivationally_related_form;00387310;9.736002;1;10.37925;1;10.632642;3;2.436988735134273;1.2436552047729492
00068333;_derivationally_related_form;00204585;00204585;_derivationally_related_form;00068333;00068333;_derivationally_related_form;00093327;9.736002;1;10.37925;1;9.302719;2;1.7458368431077376;1.2429070472717285
00068333;_derivationally_related_form;00204585;00204585;_derivationally_related_form;00068333;00068333;_derivationally_related_form;00268165;9.736002;1;10.37925;1;9.365123;2;1.7338269892486244;1.2489674091339111
00068333;_derivationally_related_form;00204585;00204585;_derivationally_related_form;00068333;00068333;_derivationally_related_form;00387310;9.736002;1;10.37925;1;9.464924;2;1.7138845214492102;1.2472326755523682
00068333;_derivationally_related_form;00204585;00068333;_derivationally_related_form;00093327;00068333;_hypernym;00066636;9.736002;1;10.37925;1;10.416129;2;1.4907811599829035;1.2411341667175293
